,Sentence #,Word,POS,Tag
127,,нужно,ADJ,O
128,,.,PUNCT,O
129,,Должен,ADJ,O
130,,сказать,VERB,O
131,,что,SCONJ,O
132,,ждать,VERB,O
133,,нам,PRON,O
134,,всёравно,ADV,O
135,,пришлось,VERB,O
136,,",",PUNCT,O
137,,не,PART,O
138,,очень,ADV,O
139,,долго,ADV,O
140,,конечно,ADV,O
141,,",",PUNCT,O
142,,но,CCONJ,O
143,,всё-же,ADV,O
144,,.,PUNCT,O
145,,Интерьер,NOUN,B-Interior
146,,хороший,ADJ,O
147,,",",PUNCT,O
148,,удобные,ADJ,O
149,,диваны,NOUN,B-Interior
150,,.,PUNCT,O
151,,Очень,ADV,O
152,,хорошая,ADJ,O
153,,музыкальная,ADJ,B-Interior
154,,программа,NOUN,I-Interior
155,,и,CCONJ,O
156,,весёлый,ADJ,O
157,,ведущий,NOUN,B-Interior
158,,.,PUNCT,O
159,,В,ADP,O
160,,общем,ADJ,O
161,,я,PRON,O
162,,остался,VERB,O
163,,доволен,ADJ,O
164,,своим,DET,O
165,,выбором,NOUN,O
166,,",",PUNCT,O
167,,и,CCONJ,O
168,,тем,PRON,O
169,,как,SCONJ,O
170,,мы,PRON,O
171,,провели,VERB,O
172,,вечер,NOUN,O
173,,",",PUNCT,O
174,,хороший,ADJ,O
175,,ресторан,NOUN,B-Whole
176,,",",PUNCT,O
177,,уютный,ADJ,O
178,,и,CCONJ,O
179,,кухня,NOUN,B-Food
180,,хорошая,ADJ,O
181,,.,PUNCT,O
182,,Руководству,NOUN,B-Whole
183,,и,CCONJ,O
184,,персоналу,NOUN,B-Service
185,,СПАСИБО,NOUN,O
186,,.,PUNCT,O
187,Sentence: 1,Отмечали,VERB,O
188,,в,ADP,O
189,,этом,DET,O
190,,ресторане,NOUN,B-Whole
191,,день,NOUN,O
192,,рождение,NOUN,O
193,,на,ADP,O
194,,первом,ADJ,B-Interior
195,,этаже,NOUN,I-Interior
196,,в,ADP,O
197,,субботу,NOUN,O
198,,вечером,NOUN,O
199,,.,PUNCT,O
200,,Хочу,VERB,O
201,,выразить,VERB,O
202,,большую,ADJ,O
203,,благодарность,NOUN,O
204,,прежде,ADP,O
205,,всего,PRON,O
206,,руководству,NOUN,B-Whole
207,,ресторана,NOUN,I-Whole
208,,",",PUNCT,O
209,,обслуживающему,VERB,B-Service
210,,персоналу,NOUN,I-Service
211,,и,CCONJ,O
212,,конечно,ADV,O
213,,же,PART,O
214,,тем,DET,O
215,,сотрудникам,NOUN,B-Service
216,,",",PUNCT,O
217,,которые,PRON,O
218,,готовят,VERB,O
219,,посетителям,NOUN,O
220,,заведения,NOUN,O
221,,столь,ADV,O
222,,вкусные,ADJ,O
223,,блюда,NOUN,B-Food
224,,.,PUNCT,O
225,,Понравилось,VERB,O
226,,абсолютно,ADV,O
227,,все,PRON,O
228,,.,PUNCT,O
229,,Конечно,ADV,O
230,,же,PART,O
231,,впечатляет,VERB,O
232,,интерьер,NOUN,B-Interior
233,,:,PUNCT,O
234,,уютно,ADJ,O
235,,и,CCONJ,O
236,,красиво,ADJ,O
237,,.,PUNCT,O
238,,Стол,NOUN,B-Food
239,,был,AUX,O
240,,шикарный,ADJ,O
241,,.,PUNCT,O
242,,Нас,PRON,O
243,,обслуживал,VERB,B-Service
244,,официант,NOUN,B-Service
245,,Бахрам,PROPN,O
246,,",",PUNCT,O
247,,спасибо,NOUN,O
248,,ему,PRON,O
249,,.,PUNCT,O
250,,Хочу,VERB,O
251,,отметить,VERB,O
252,,",",PUNCT,O
253,,что,SCONJ,O
254,,для,ADP,O
255,,ресторана,NOUN,B-Whole
256,,такого,DET,O
257,,уровня,NOUN,O
258,,цены,NOUN,B-Price
259,,не,PART,O
260,,высокие,ADJ,O
261,,.,PUNCT,O
262,Sentence: 2,Хочу,VERB,O
263,,поделиться,VERB,O
264,,своим,DET,O
265,,впечатлением,NOUN,O
266,,от,ADP,O
267,,посещения,NOUN,O
268,,ресторана,NOUN,B-Whole
269,,"""",PUNCT,I-Whole
270,,Крапива,NOUN,I-Whole
271,,"""",PUNCT,I-Whole
272,,.,PUNCT,O
273,,Отмечали,VERB,O
274,,серебряную,ADJ,O
275,,свадьбу,NOUN,O
276,,27.08.2010,NUM,O
277,,.,PUNCT,O
278,,Уже,ADV,O
279,,при,ADP,O
280,,первой,ADJ,O
281,,встрече,NOUN,O
282,,с,ADP,O
283,,рестораном,NOUN,B-Whole
284,,(,PUNCT,O
285,,при,ADP,O
286,,заказе,NOUN,O
287,,),PUNCT,O
288,,все,PRON,O
289,,понравилось,VERB,O
290,,.,PUNCT,O
291,,Хороший,ADJ,O
292,,интерьер,NOUN,B-Interior
293,,",",PUNCT,O
294,,приятный,ADJ,O
295,,",",PUNCT,O
296,,воспитанный,VERB,O
297,,администратор,NOUN,B-Service
298,,Светлана,PROPN,O
299,,.,PUNCT,O
300,,Очень,ADV,O
301,,помогала,VERB,O
302,,при,ADP,O
303,,выборе,NOUN,O
304,,меню,NOUN,B-Food
305,,.,PUNCT,O
306,,При,ADP,O
307,,обслуживании,NOUN,B-Service
308,,банкета,NOUN,O
309,,официанты,NOUN,B-Service
310,,внимательно,ADV,O
311,,смотрели,VERB,B-Service
312,,за,ADP,I-Service
313,,столом,NOUN,I-Service
314,,.,PUNCT,O
315,,чтобы,SCONJ,O
316,,не,PART,O
317,,было,VERB,O
318,,пустых,ADJ,O
319,,тарелок,NOUN,O
320,,",",PUNCT,O
321,,при,ADP,O
322,,этом,PRON,O
323,,очень,ADV,O
324,,не,PART,O
325,,навязчиво,ADJ,O
326,,.,PUNCT,O
327,,Гости,NOUN,O
328,,тоже,PART,O
329,,остались,VERB,O
330,,очень,ADV,O
331,,довольны,ADJ,O
332,,.,PUNCT,O
333,,За,ADP,O
334,,барной,ADJ,O
335,,стойкой,ADJ,O
336,,помогал,VERB,O
337,,с,ADP,O
338,,музыкой,NOUN,O
339,,молодой,ADJ,B-Service
340,,человек,NOUN,I-Service
341,,",",PUNCT,O
342,,к,ADP,O
343,,сожалению,NOUN,O
344,,не,PART,O
345,,знаю,VERB,O
346,,всех,DET,O
347,,имен,NOUN,O
348,,.,PUNCT,O
349,,Очень,ADV,O
350,,советую,VERB,O
351,,посетить,VERB,O
352,,ресторан,NOUN,B-Whole
353,,",",PUNCT,O
354,,атмосфера,NOUN,B-Interior
355,,домашняя,ADJ,O
356,,.,PUNCT,O
357,,Всем,PRON,O
358,,огромное,ADJ,O
359,,спасибо,NOUN,O
360,,",",PUNCT,O
361,,еще,ADV,O
362,,не,PART,O
363,,один,NUM,O
364,,раз,NOUN,O
365,,посетим,VERB,O
366,,это,DET,O
367,,приятное,ADJ,O
368,,заведение,NOUN,B-Whole
369,,и,CCONJ,O
370,,будем,AUX,O
371,,рекомендовать,VERB,O
372,,своим,DET,O
373,,друзьям,NOUN,O
374,,.,PUNCT,O
375,,Посещение,NOUN,O
376,,"""",PUNCT,B-Whole
377,,Крапивы,NOUN,I-Whole
378,,"""",PUNCT,I-Whole
379,,останется,VERB,O
380,,на,ADP,O
381,,всю,DET,O
382,,жизнь,NOUN,O
383,,!,PUNCT,O
384,,!,PUNCT,O
385,,!,PUNCT,O
386,Sentence: 3,Добрый,ADJ,O
387,,день,NOUN,O
388,,!,PUNCT,O
389,,Были,AUX,O
390,,вчера,ADV,O
391,,с,ADP,O
392,,друзьями,NOUN,O
393,,в,ADP,O
394,,этом,DET,O
395,,кафе,NOUN,B-Whole
396,,!,PUNCT,O
397,,Очень,ADV,O
398,,понравилось,VERB,O
399,,!,PUNCT,O
400,,Огромное,ADJ,O
401,,спасибо,NOUN,O
402,,поварам,NOUN,B-Service
403,,",",PUNCT,O
404,,очень,ADV,O
405,,вкусные,ADJ,O
406,,блюда,NOUN,B-Food
407,,!,PUNCT,O
408,,!,PUNCT,O
409,,!,PUNCT,O
410,,!,PUNCT,O
411,,!,PUNCT,O
412,,Заказывали,VERB,O
413,,бивштексы,NOUN,B-Food
414,,",",PUNCT,O
415,,нет,VERB,O
416,,слов,NOUN,O
417,,как,ADV,O
418,,вкусно,ADV,O
419,,),PUNCT,O
420,,),PUNCT,O
421,,),PUNCT,O
422,,Готовят,VERB,O
423,,очень,ADV,O
424,,быстро,ADV,O
425,,и,CCONJ,O
426,,главное,NOUN,O
427,,качественно,ADV,O
428,,",",PUNCT,O
429,,сразу,ADV,O
430,,чувствуется,VERB,O
431,,",",PUNCT,O
432,,что,SCONJ,O
433,,там,ADV,O
434,,работают,VERB,O
435,,мастера,NOUN,O
436,,своего,DET,O
437,,дела,NOUN,O
438,,!,PUNCT,O
439,,Спасибо,NOUN,O
440,,огромное,ADJ,O
441,,за,ADP,O
442,,хорошее,ADJ,O
443,,обслуживание,NOUN,B-Service
444,,",",PUNCT,O
445,,приятную,ADJ,O
446,,атмосферу,NOUN,B-Interior
447,,и,CCONJ,O
448,,гостеприимных,ADJ,O
449,,официантов,NOUN,B-Service
450,,!,PUNCT,O
451,,Надеемся,VERB,O
452,,еще,ADV,O
453,,не,PART,O
454,,раз,NOUN,O
455,,посетить,VERB,O
456,,это,DET,O
457,,замечательное,ADJ,O
458,,",",PUNCT,O
459,,уютное,ADJ,O
460,,место,NOUN,B-Whole
461,,с,ADP,O
462,,великолепной,ADJ,O
463,,кухней,NOUN,B-Food
464,,и,CCONJ,O
465,,доброжелательным,ADJ,O
466,,персоналом,NOUN,B-Service
467,,.,PUNCT,O
468,Sentence: 4,Отметили,VERB,O
469,,с,ADP,O
470,,мужем,NOUN,O
471,,годовщину,NOUN,O
472,,свадьбы,NOUN,O
473,,6,NUM,O
474,,ноября,NOUN,O
475,,в,ADP,O
476,,этом,DET,O
477,,заведении,NOUN,B-Whole
478,,.,PUNCT,O
479,,в,ADP,O
480,,целом,NOUN,O
481,,остались,VERB,O
482,,довольны,ADJ,O
483,,",",PUNCT,O
484,,особенно,ADV,O
485,,сервисом,NOUN,B-Service
486,,.,PUNCT,O
487,,Встретила,VERB,B-Service
488,,нас,PRON,O
489,,прямо,ADV,O
490,,у,ADP,O
491,,входа,NOUN,O
492,,девушка,NOUN,B-Service
493,,",",PUNCT,O
494,,проводила,VERB,O
495,,до,ADP,O
496,,нашего,DET,O
497,,столика,NOUN,O
498,,",",PUNCT,O
499,,весь,DET,O
500,,персонал,NOUN,B-Service
501,,нам,PRON,O
502,,улыбался,VERB,O
503,,и,CCONJ,O
504,,здоровался,VERB,O
505,,.,PUNCT,O
506,,для,ADP,O
507,,цветов,NOUN,O
508,,наш,DET,O
509,,официант,NOUN,B-Service
510,,Сергей,PROPN,O
511,,сразу,ADV,O
512,,принес,VERB,O
513,,вазу,NOUN,O
514,,.,PUNCT,O
515,,Что,PRON,O
516,,касается,VERB,O
517,,меня,PRON,O
518,,",",PUNCT,O
519,,не,PART,O
520,,могу,VERB,O
521,,сказать,VERB,O
522,,что,SCONJ,O
523,,оно,PRON,O
524,,слишком,ADV,O
525,,разнообразное,ADJ,O
526,,.,PUNCT,O
527,,Мы,PRON,O
528,,заказали,VERB,O
529,,утку,NOUN,B-Food
530,,по-пекински,NOUN,I-Food
531,,",",PUNCT,O
532,,2,NUM,O
533,,салата,NOUN,B-Food
534,,",",PUNCT,O
535,,свинину,NOUN,B-Food
536,,в,ADP,I-Food
537,,кисло-сладком,ADJ,I-Food
538,,соусе,NOUN,I-Food
539,,",",PUNCT,O
540,,еще,ADV,O
541,,какую,DET,O
542,,то,DET,O
543,,свинину,NOUN,B-Food
544,,",",PUNCT,O
545,,кальян,NOUN,B-Food
546,,",",PUNCT,O
547,,бутылку,NOUN,O
548,,вина,NOUN,B-Food
549,,и,CCONJ,O
550,,один,NUM,O
551,,десерт,NOUN,B-Food
552,,и,CCONJ,O
553,,вышло,VERB,O
554,,нам,PRON,O
555,,все,DET,O
556,,это,PRON,O
557,,на,ADP,O
558,,5500,NUM,O
559,,.,PUNCT,O
560,,Утка,NOUN,B-Food
561,,оказалась,VERB,O
562,,очень,ADV,O
563,,маленькой,ADJ,O
564,,",",PUNCT,O
565,,хотя,SCONJ,O
566,,нам,PRON,O
567,,сказали,VERB,O
568,,",",PUNCT,O
569,,что,SCONJ,O
570,,4,NUM,O
571,,человека,NOUN,O
572,,просто,PART,O
573,,объедятся,VERB,B-Food
574,,и,CCONJ,O
575,,упадут=),VERB,O
576,,Но,CCONJ,O
577,,впринципе,ADV,O
578,,мы,PRON,O
579,,наелись,VERB,O
580,,вдвоем,ADV,O
581,,и,CCONJ,O
582,,достатолчно,ADV,O
583,,вкусно,ADJ,O
584,,.,PUNCT,O
585,,Свинина,NOUN,B-Food
586,,мне,PRON,O
587,,не,PART,O
588,,понравилась,VERB,O
589,,.,PUNCT,O
590,,Раньше,ADV,O
591,,в,ADP,O
592,,других,ADJ,O
593,,ресторанах,NOUN,B-Whole
594,,я,PRON,O
595,,ела,VERB,O
596,,намного,ADV,O
597,,вкуснее,ADV,O
598,,.,PUNCT,O
599,,На,ADP,O
600,,мой,DET,O
601,,взгляд,NOUN,O
602,,ресторан,NOUN,B-Whole
603,,не,PART,O
604,,из,ADP,O
605,,дешевых,ADJ,O
606,,",",PUNCT,O
607,,цены,NOUN,B-Price
608,,как,SCONJ,O
609,,в,ADP,O
610,,европейском,ADJ,O
611,,меню,NOUN,B-Food
612,,и,CCONJ,O
613,,порции,NOUN,B-Food
614,,такие,DET,O
615,,же,PART,O
616,,",",PUNCT,O
617,,как,SCONJ,O
618,,европейские,ADJ,O
619,,.,PUNCT,O
620,,Хоть,ADV,O
621,,осталось,VERB,O
622,,неплохое,ADJ,O
623,,впечатление,NOUN,B-Whole
624,,",",PUNCT,O
625,,но,CCONJ,O
626,,снова,ADV,O
627,,туда,ADV,O
628,,не,PART,O
629,,пойдем,VERB,O
630,,",",PUNCT,O
631,,восторга,NOUN,O
632,,не,PART,O
633,,возникло,VERB,O
634,,",",PUNCT,O
635,,несмотря,ADV,O
636,,на,ADP,O
637,,отличное,ADJ,O
638,,обслуживание,NOUN,B-Service
639,,.,PUNCT,O
640,,Ожидала,VERB,O
641,,более,ADV,O
642,,вкусной,ADJ,O
643,,еды,NOUN,B-Food
644,,.,PUNCT,O
645,,.,PUNCT,O
646,,.,PUNCT,O
647,Sentence: 5,Впервые,ADV,O
648,,побывала,VERB,O
649,,в,ADP,O
650,,этом,DET,O
651,,пабе,NOUN,B-Whole
652,,совсем,ADV,O
653,,недавно,ADV,O
654,,и,CCONJ,O
655,,могу,VERB,O
656,,сказать,VERB,O
657,,",",PUNCT,O
658,,что,SCONJ,O
659,,это,PRON,O
660,,весьма,ADV,O
661,,неплохое,ADJ,O
662,,место,NOUN,B-Whole
663,,!,PUNCT,O
664,,Очень,ADV,O
665,,понравился,VERB,O
666,,интерьер,NOUN,B-Interior
667,,-,PUNCT,O
668,,чисто,ADV,O
669,,пабовский,ADJ,O
670,,",",PUNCT,O
671,,но,CCONJ,O
672,,при,ADP,O
673,,этом,PRON,O
674,,ненавязчивый,ADJ,O
675,,и,CCONJ,O
676,,комфортный,ADJ,O
677,,.,PUNCT,O
678,,Атмосфера,NOUN,B-Interior
679,,что,PRON,O
680,,надо,ADV,O
681,,-,PUNCT,O
682,,располагает,VERB,O
683,,к,ADP,O
684,,веселью,NOUN,O
685,,и,CCONJ,O
686,,дружескому,ADJ,O
687,,общению,NOUN,O
688,,.,PUNCT,O
689,,Что,PRON,O
690,,касается,VERB,O
691,,обслуживания,NOUN,B-Service
692,,",",PUNCT,O
693,,то,SCONJ,O
694,,для,ADP,O
695,,субботнего,ADJ,O
696,,вечера,NOUN,O
697,,вполне,ADV,O
698,,приемлемо,ADJ,O
699,,.,PUNCT,O
700,,При,ADP,O
701,,входе,NOUN,O
702,,нам,PRON,O
703,,предложили,VERB,O
704,,один,NUM,O
705,,из,ADP,O
706,,немногих,ADJ,O
707,,свободных,ADJ,O
708,,столиков,NOUN,O
709,,",",PUNCT,O
710,,затем,ADV,O
711,,через,ADP,O
712,,пару,NOUN,O
713,,минут,NOUN,O
714,,официант,NOUN,B-Service
715,,принес,VERB,B-Service
716,,меню,NOUN,I-Service
717,,.,PUNCT,O
718,,Порадовал,VERB,O
719,,широкий,ADJ,O
720,,выбор,NOUN,B-Food
721,,пива,NOUN,I-Food
722,,",",PUNCT,O
723,,прочего,ADJ,O
724,,алкоголя,NOUN,B-Food
725,,",",PUNCT,O
726,,а,CCONJ,O
727,,также,PART,O
728,,закусок,NOUN,B-Food
729,,и,CCONJ,O
730,,различных,ADJ,O
731,,блюд,NOUN,B-Food
732,,на,ADP,O
733,,любой,DET,O
734,,вкус,NOUN,O
735,,.,PUNCT,O
736,,Была,AUX,O
737,,удивлена,VERB,O
738,,таким,DET,O
739,,обширным,ADJ,O
740,,меню,NOUN,B-Food
741,,в,ADP,O
742,,пабе,NOUN,B-Whole
743,,!,PUNCT,O
744,,Хотя,SCONJ,O
745,,",",PUNCT,O
746,,возможно,ADV,O
747,,это,PRON,O
748,,даже,PART,O
749,,чересчур,ADV,O
750,,…,PUNCT,O
751,,Заказ,NOUN,O
752,,наш,DET,O
753,,мы,PRON,O
754,,ждали,VERB,O
755,,минут,NOUN,O
756,,20,NUM,O
757,,.,PUNCT,O
758,,Из,ADP,O
759,,недочетов,NOUN,O
760,,можно,ADV,O
761,,отметить,VERB,O
762,,забывчивость,NOUN,O
763,,официантки,NOUN,B-Service
764,,-,PUNCT,O
765,,друг,NOUN,O
766,,дождался,VERB,O
767,,своих,DET,O
768,,сигарет,NOUN,O
769,,только,PART,O
770,,после,ADP,O
771,,третьей,ADJ,O
772,,просьбы,NOUN,O
773,,.,PUNCT,O
774,,Но,CCONJ,O
775,,это,PRON,O
776,,можно,ADV,O
777,,компенсировать,VERB,O
778,,весьма,ADV,O
779,,вежливым,ADJ,O
780,,обслуживанием,NOUN,B-Service
781,,.,PUNCT,O
782,,Из,ADP,O
783,,заказанного,VERB,O
784,,понравилось,VERB,O
785,,пиво,NOUN,B-Food
786,,–,PUNCT,O
787,,наивкуснейшее,ADJ,O
788,,!,PUNCT,O
789,,Коктейли,NOUN,B-Food
790,,тоже,PART,O
791,,на,ADP,O
792,,неплохом,ADJ,O
793,,уровне,NOUN,O
794,,.,PUNCT,O
795,,К,ADP,O
796,,гренкам,NOUN,B-Food
797,,и,CCONJ,O
798,,стейку,NOUN,B-Food
799,,претензий,NOUN,O
800,,нет,VERB,O
801,,",",PUNCT,O
802,,в,ADP,O
803,,цезаре,NOUN,B-Food
804,,приправ,NOUN,B-Food
805,,многовато,ADJ,O
806,,.,PUNCT,O
807,,А,CCONJ,O
808,,вот,PART,O
809,,суши,NOUN,B-Food
810,,совсем,ADV,O
811,,разочаровали,VERB,O
812,,–,PUNCT,O
813,,не,PART,O
814,,пабовское,ADJ,O
815,,это,DET,O
816,,блюдо,NOUN,B-Food
817,,все-таки,PART,O
818,,!,PUNCT,O
819,,В,ADP,O
820,,конце,NOUN,O
821,,пришлось,VERB,O
822,,долго,ADV,O
823,,ждать,VERB,B-Service
824,,счет,NOUN,I-Service
825,,",",PUNCT,O
826,,а,CCONJ,O
827,,затем,ADV,O
828,,еще,ADV,O
829,,сдачу,NOUN,B-Service
830,,ждали,VERB,I-Service
831,,минут,NOUN,O
832,,15,NUM,O
833,,.,PUNCT,O
834,,Но,CCONJ,O
835,,в,ADP,O
836,,целом,NOUN,O
837,,хорошо,ADV,O
838,,посидели,VERB,O
839,,!,PUNCT,O
840,,Думаю,VERB,O
841,,",",PUNCT,O
842,,будем,AUX,O
843,,почаще,ADV,O
844,,заходить,VERB,O
845,,.,PUNCT,O
846,,По,ADP,O
847,,ценам,NOUN,B-Price
848,,",",PUNCT,O
849,,кстати,ADV,O
850,,",",PUNCT,O
851,,тоже,PART,O
852,,нормально,ADV,O
853,,все,DET,O
854,,–,PUNCT,O
855,,средние,ADJ,O
856,,для,ADP,O
857,,подобных,ADJ,O
858,,заведений,NOUN,B-Whole
859,,",",PUNCT,O
860,,не,PART,O
861,,завышенные,VERB,O
862,,как,SCONJ,O
863,,у,ADP,O
864,,многих,NUM,O
865,,.,PUNCT,O
866,Sentence: 6,Ребята,NOUN,O
867,,",",PUNCT,O
868,,вы,PRON,O
869,,-,PUNCT,O
870,,лучшие,ADJ,O
871,,!,PUNCT,O
872,,Недавно,ADV,O
873,,были,AUX,O
874,,небольшой,ADJ,O
875,,дружной,ADJ,O
876,,компанией,NOUN,O
877,,",",PUNCT,O
878,,понравилось,VERB,O
879,,абсолютно,ADV,O
880,,все,PRON,O
881,,!,PUNCT,O
882,,Из,ADP,O
883,,меню,NOUN,B-Food
884,,я,PRON,O
885,,пробовала,VERB,O
886,,салат,NOUN,B-Food
887,,с,ADP,I-Food
888,,рыбой,NOUN,I-Food
889,,-,PUNCT,O
890,,ооочень,ADV,O
891,,вкусно,ADJ,O
892,,",",PUNCT,O
893,,друзья,NOUN,O
894,,брали,VERB,O
895,,и,PART,O
896,,холодные,ADJ,B-Food
897,,закуски,NOUN,I-Food
898,,и,CCONJ,O
899,,горЯчее,ADJ,B-Food
900,,",",PUNCT,O
901,,все,DET,O
902,,остались,VERB,O
903,,довольны,ADJ,O
904,,",",PUNCT,O
905,,действительно,ADV,O
906,,достойная,ADJ,O
907,,русская,ADJ,O
908,,кухня,NOUN,B-Food
909,,!,PUNCT,O
910,,Прекрасный,ADJ,O
911,,",",PUNCT,O
912,,уютный,ADJ,O
913,,интерьер,NOUN,B-Interior
914,,",",PUNCT,O
915,,музыка,NOUN,B-Interior
916,,просто,PART,O
917,,слух,NOUN,O
918,,радовала,VERB,O
919,,.,PUNCT,O
920,,.,PUNCT,O
921,,.,PUNCT,O
922,,Персонал,NOUN,B-Service
923,,весь,DET,O
924,,очень,ADV,O
925,,приветливый,ADJ,O
926,,-,PUNCT,O
927,,и,CCONJ,O
928,,администратор,NOUN,B-Service
929,,и,CCONJ,O
930,,официанты,NOUN,B-Service
931,,",",PUNCT,O
932,,сервис,NOUN,B-Service
933,,на,ADP,O
934,,уровне,NOUN,O
935,,",",PUNCT,O
936,,абсолютно,ADV,O
937,,ничего,PRON,O
938,,не,PART,O
939,,напрягало,VERB,O
940,,и,CCONJ,O
941,,вечер,NOUN,O
942,,прошел,VERB,O
943,,на,ADP,O
944,,"""",PUNCT,O
945,,ура,NOUN,O
946,,"""",PUNCT,O
947,,!,PUNCT,O
948,,Хоть,ADV,O
949,,и,PART,O
950,,живем,VERB,O
951,,от,ADP,O
952,,вас,PRON,O
953,,не,PART,O
954,,близко,ADV,O
955,,",",PUNCT,O
956,,думаю,VERB,O
957,,",",PUNCT,O
958,,в,ADP,O
959,,гости,NOUN,O
960,,заглянем,VERB,O
961,,снова,ADV,O
962,,!,PUNCT,O
963,Sentence: 7,Мы,PRON,O
964,,посетили,VERB,O
965,,этот,DET,O
966,,замечательный,ADJ,O
967,,ресторанчик,NOUN,B-Whole
968,,поздним,ADJ,O
969,,вечером,NOUN,O
970,,",",PUNCT,O
971,,ближе,ADJ,O
972,,к,ADP,O
973,,полуночи,NOUN,O
974,,",",PUNCT,O
975,,когда,SCONJ,O
976,,уже,ADV,O
977,,нигде,ADV,O
978,,не,PART,O
979,,кормили,VERB,O
980,,по-настоящему,ADV,O
981,,.,PUNCT,O
982,,Несмотря,ADV,O
983,,на,ADP,O
984,,плохую,ADJ,O
985,,погоду,NOUN,O
986,,",",PUNCT,O
987,,мы,PRON,O
988,,пытались,VERB,O
989,,показать,VERB,O
990,,приехавшим,VERB,O
991,,в,ADP,O
992,,гости,NOUN,O
993,,родственникам,NOUN,O
994,,(,PUNCT,O
995,,молодоженам,NOUN,O
996,,),PUNCT,O
997,,все,DET,O
998,,красоты,NOUN,O
999,,нашего,DET,O
1000,,города,NOUN,O
1001,,",",PUNCT,O
1002,,включая,ADV,O
1003,,белые,ADJ,O
1004,,ночи,NOUN,O
1005,,.,PUNCT,O
1006,,"""",PUNCT,B-Whole
1007,,Квартиру,NOUN,I-Whole
1008,,№55,PROPN,I-Whole
1009,,"""",PUNCT,I-Whole
1010,,выбрали,VERB,O
1011,,из-за,ADP,O
1012,,расположения,NOUN,O
1013,,и,CCONJ,O
1014,,графика,NOUN,O
1015,,работы,NOUN,O
1016,,",",PUNCT,O
1017,,ну,PART,O
1018,,и,PART,O
1019,,отзывы,NOUN,O
1020,,неплохие,ADJ,O
